Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,2,4,3.3,44.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,3,2.9,41.0,7,Quận 4,41.745,5.81
_,30.0,1,1,3,4,18.5,100.0,7,Thủ Đức,4.791,5.81
_,5.0,2,0,3,6,4.5,64.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,2,2.65,52.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,3,5,2.6,56.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,1,3,2.2,45.0,7,Gò Vấp,34.36,5.81
_,5.0,2,0,1,2,3.4,63.0,7,Quận 10,41.196,5.81
_,5.0,1,1,4,3,3.8,33.0,7,Phú Nhuận,33.461,5.81
_,3.0,1,1,2,4,2.4,40.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,4,55.0,100.0,7,Quận 3,38.852,5.81
_,7.0,2,1,3,5,12.5,117.0,7,Bình Thạnh,23.998,5.81
_,25.0,1,0,4,4,55.0,99.0,7,Quận 3,38.852,5.81
_,20.0,1,1,5,5,35.8,60.0,7,Quận 3,38.852,5.81
_,16.0,1,1,4,4,12.5,56.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,3,6,15.0,686.0,7,Quận 12,11.745,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,2,4,3.3,44.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,3,2.9,41.0,7,Quận 4,41.745,5.81
_,30.0,1,1,3,4,18.5,100.0,7,Thủ Đức,4.791,5.81
_,5.0,2,0,3,6,4.5,64.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,2,2.65,52.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,3,5,2.6,56.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,1,3,2.2,45.0,7,Gò Vấp,34.36,5.81
_,5.0,2,0,1,2,3.4,63.0,7,Quận 10,41.196,5.81
_,5.0,1,1,4,3,3.8,33.0,7,Phú Nhuận,33.461,5.81
_,3.0,1,1,2,4,2.4,40.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,4,55.0,100.0,7,Quận 3,38.852,5.81
_,7.0,2,1,3,5,12.5,117.0,7,Bình Thạnh,23.998,5.81
_,25.0,1,0,4,4,55.0,99.0,7,Quận 3,38.852,5.81
_,20.0,1,1,5,5,35.8,60.0,7,Quận 3,38.852,5.81
_,16.0,1,1,4,4,12.5,56.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,3,6,15.0,686.0,7,Quận 12,11.745,5.81
_,14.0,1,1,1,2,18.5,100.0,7,Tân Bình,21.196,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,2,4,3.3,44.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,3,2.9,41.0,7,Quận 4,41.745,5.81
_,30.0,1,1,3,4,18.5,100.0,7,Thủ Đức,4.791,5.81
_,5.0,2,0,3,6,4.5,64.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,2,2.65,52.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,3,5,2.6,56.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,1,3,2.2,45.0,7,Gò Vấp,34.36,5.81
_,5.0,2,0,1,2,3.4,63.0,7,Quận 10,41.196,5.81
_,5.0,1,1,4,3,3.8,33.0,7,Phú Nhuận,33.461,5.81
_,3.0,1,1,2,4,2.4,40.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,4,55.0,100.0,7,Quận 3,38.852,5.81
_,7.0,2,1,3,5,12.5,117.0,7,Bình Thạnh,23.998,5.81
_,25.0,1,0,4,4,55.0,99.0,7,Quận 3,38.852,5.81
_,20.0,1,1,5,5,35.8,60.0,7,Quận 3,38.852,5.81
_,16.0,1,1,4,4,12.5,56.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,3,6,15.0,686.0,7,Quận 12,11.745,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,55.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,10.0,1,1,2,4,3.2,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.8,40.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.56,32.0,7,Quận 3,38.852,5.81
_,8.0,1,1,2,4,4.1,80.0,7,Tân Bình,21.196,5.81
_,5.0,2,1,3,4,3.4,59.0,7,Quận 3,38.852,5.81
_,5.0,2,1,4,5,4.8,45.0,7,Quận 10,41.196,5.81
_,6.0,2,1,3,4,2.95,59.0,7,Quận 10,41.196,5.81
_,4.0,2,1,1,3,2.89,52.0,7,Phú Nhuận,33.461,5.81
_,4.0,2,1,1,2,2.78,59.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.45,62.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,2,4,3.3,44.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,3,2.9,41.0,7,Quận 4,41.745,5.81
_,30.0,1,1,3,4,18.5,100.0,7,Thủ Đức,4.791,5.81
_,5.0,2,0,3,6,4.5,64.0,7,Quận 10,41.196,5.81
_,6.0,1,1,1,2,2.65,52.0,7,Bình Thạnh,23.998,5.81
_,5.0,1,1,3,5,2.6,56.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,1,1,3,2.2,45.0,7,Gò Vấp,34.36,5.81
_,5.0,2,0,1,2,3.4,63.0,7,Quận 10,41.196,5.81
_,5.0,1,1,4,3,3.8,33.0,7,Phú Nhuận,33.461,5.81
_,3.0,1,1,2,4,2.4,40.0,7,Bình Thạnh,23.998,5.81
_,30.0,1,1,3,4,55.0,100.0,7,Quận 3,38.852,5.81
_,7.0,2,1,3,5,12.5,117.0,7,Bình Thạnh,23.998,5.81
_,25.0,1,0,4,4,55.0,99.0,7,Quận 3,38.852,5.81
_,20.0,1,1,5,5,35.8,60.0,7,Quận 3,38.852,5.81
_,16.0,1,1,4,4,12.5,56.0,7,Tân Bình,21.196,5.81
_,6.0,2,1,3,6,15.0,686.0,7,Quận 12,11.745,5.81
_,14.0,1,1,1,2,18.5,100.0,7,Tân Bình,21.196,5.81
_,10.0,2,1,5,2,3.9,20.0,7,Tân Phú,30.146,5.81
_,6.0,2,1,4,5,3.3,88.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,4,5,3.75,77.0,7,Gò Vấp,34.36,5.81
_,6.0,2,1,2,3,2.9,51.0,7,Thủ Đức,4.791,5.81
_,6.0,2,1,3,5,2.7,49.0,7,Phú Nhuận,33.461,5.81
_,6.0,2,1,3,6,3.65,82.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,5,3.25,65.0,7,Quận 3,38.852,5.81
_,5.0,2,1,3,3,2.25,41.0,7,Quận 3,38.852,5.81
_,6.0,2,1,2,3,2.95,52.0,7,Bình Thạnh,23.998,5.81
_,6.0,2,1,1,3,5.5,79.0,7,Quận 1,18.523,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,54.0,100.0,7,Quận 3,38.852,5.81
_,8.0,1,1,1,3,2.4,48.0,7,Bình Thạnh,23.998,5.81
_,5.0,2,0,2,2,3.6,57.0,7,Quận 10,41.196,5.81
_,8.0,2,1,2,4,3.9,82.0,7,Quận 3,38.852,5.81
_,12.0,1,1,1,4,1.8,130.0,7,Hóc Môn,4.966,5.81
_,7.0,1,1,2,3,2.65,40.0,7,Bình Tân,15.109,5.81
_,5.0,2,0,2,2,2.9,39.0,7,Quận 3,38.852,5.81
_,8.0,1,1,3,4,6.2,70.0,7,Thủ Đức,4.791,5.81
_,5.0,1,1,4,4,8.0,60.0,7,Thủ Đức,4.791,5.81
_,20.0,1,1,3,3,54.0,100.0,7,Quận 3,38.852,5.81
